Sector,Area,Basis,Measure,Units,Year,Value
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2009,"219,875.569"
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2010,"208,696.675"
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2011,"214,561.533"
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2012,"216,652.006"
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2013,"220,543.509"
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2014,"231,669.403"
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2015,"243,582.019"
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2016,"252,725.419"
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2017,"261,435.471"
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2018,"266,728.350"
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2019,"276,200.778"
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2020,"275,980.410"
Private nonfarm,Georgia,All workers,Real labor compensation,Millions of 2012 dollars,2021,"297,863.028"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2007,"26,786.534"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2008,"26,471.158"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2009,"24,354.533"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2010,"24,828.022"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2011,"24,692.376"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2012,"25,792.674"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2013,"25,736.541"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2014,"26,782.058"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2015,"27,912.820"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2016,"28,998.577"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2017,"29,348.910"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2018,"30,009.877"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2019,"30,117.746"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2020,"26,777.873"
Private nonfarm,Hawaii,All workers,Real labor compensation,Millions of 2012 dollars,2021,"28,839.797"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2007,"30,919.996"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2008,"29,224.649"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2009,"26,772.942"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2010,"27,806.004"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2011,"27,181.007"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2012,"27,114.649"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2013,"28,282.115"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2014,"28,908.544"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2015,"30,638.515"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2016,"32,246.379"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2017,"33,375.433"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2018,"36,110.904"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2019,"37,302.670"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2020,"40,514.297"
Private nonfarm,Idaho,All workers,Real labor compensation,Millions of 2012 dollars,2021,"44,202.388"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2007,"365,622.195"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2008,"353,446.224"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2009,"329,010.779"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2010,"327,459.925"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2011,"330,992.691"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2012,"341,292.769"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2013,"344,235.981"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2014,"353,504.105"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2015,"375,246.105"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2016,"372,646.096"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2017,"376,885.374"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2018,"385,545.377"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2019,"392,280.826"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2020,"379,675.701"
Private nonfarm,Illinois,All workers,Real labor compensation,Millions of 2012 dollars,2021,"394,868.517"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2007,"157,912.675"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2008,"151,793.694"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2009,"140,086.794"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2010,"141,186.551"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2011,"143,822.595"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2012,"147,614.429"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2013,"149,740.428"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2014,"153,750.225"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2015,"163,681.634"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2016,"166,496.858"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2017,"170,368.326"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2018,"170,332.340"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2019,"173,418.333"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2020,"174,144.849"
Private nonfarm,Indiana,All workers,Real labor compensation,Millions of 2012 dollars,2021,"185,842.936"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2007,"76,871.567"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2008,"75,690.639"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2009,"72,508.626"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2010,"71,343.086"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2011,"72,308.318"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2012,"74,291.812"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2013,"74,198.952"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2014,"76,428.624"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2015,"82,036.270"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2016,"82,750.570"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2017,"84,147.235"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2018,"83,126.931"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2019,"84,474.261"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2020,"84,748.528"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,2021,"85,973.868"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2007,"71,731.673"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2008,"72,183.802"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2009,"67,435.062"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2010,"66,069.805"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2011,"66,371.054"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2012,"66,972.705"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2013,"68,392.239"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2014,"69,140.747"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2015,"73,510.416"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2016,"72,532.712"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2017,"73,818.309"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2018,"73,962.172"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2019,"75,386.102"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2020,"76,162.923"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,2021,"77,475.812"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2007,"92,252.541"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2008,"90,266.346"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2009,"87,775.709"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2010,"86,428.659"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2011,"86,428.788"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2012,"88,492.968"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2013,"86,548.552"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2014,"89,163.284"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2015,"95,041.674"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2016,"97,454.419"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2017,"99,640.358"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2018,"101,046.170"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2019,"102,469.244"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2020,"103,016.912"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,2021,"108,225.720"
Private nonfarm,Louisiana,All workers,Real labor compensation,Millions of 2012 dollars,2007,"99,222.014"
Private nonfarm,Louisiana,All workers,Real labor compensation,Millions of 2012 dollars,2008,"99,148.827"
Private nonfarm,Louisiana,All workers,Real labor compensation,Millions of 2012 dollars,2009,"98,746.532"
Private nonfarm,Louisiana,All workers,Real labor compensation,Millions of 2012 dollars,2010,"97,385.967"
Private nonfarm,Louisiana,All workers,Real labor compensation,Millions of 2012 dollars,2011,"94,639.800"
