,Area,Measure,Units,Year,Value
2630,Georgia,Employment,% Change from previous year,2012,1.9
2631,Georgia,Employment,% Change from previous year,2013,1.1
2632,Georgia,Employment,% Change from previous year,2014,4.0
2633,Georgia,Employment,% Change from previous year,2015,2.5
2634,Georgia,Employment,% Change from previous year,2016,3.7
2635,Georgia,Employment,% Change from previous year,2017,2.7
2636,Georgia,Employment,% Change from previous year,2018,1.0
2637,Georgia,Employment,% Change from previous year,2019,2.0
2638,Georgia,Employment,% Change from previous year,2020,-5.4
2639,Georgia,Employment,% Change from previous year,2021,6.3
2640,Hawaii,Employment,% Change from previous year,2007,N.A.
2641,Hawaii,Employment,% Change from previous year,2008,-1.1
2642,Hawaii,Employment,% Change from previous year,2009,-6.3
2643,Hawaii,Employment,% Change from previous year,2010,-1.2
2644,Hawaii,Employment,% Change from previous year,2011,0.3
2645,Hawaii,Employment,% Change from previous year,2012,3.8
2646,Hawaii,Employment,% Change from previous year,2013,1.6
2647,Hawaii,Employment,% Change from previous year,2014,2.5
2648,Hawaii,Employment,% Change from previous year,2015,1.2
2649,Hawaii,Employment,% Change from previous year,2016,1.6
2650,Hawaii,Employment,% Change from previous year,2017,0.1
2651,Hawaii,Employment,% Change from previous year,2018,1.1
2652,Hawaii,Employment,% Change from previous year,2019,0.1
2653,Hawaii,Employment,% Change from previous year,2020,-16.7
2654,Hawaii,Employment,% Change from previous year,2021,6.1
2655,Idaho,Employment,% Change from previous year,2007,N.A.
2656,Idaho,Employment,% Change from previous year,2008,-3.6
2657,Idaho,Employment,% Change from previous year,2009,-7.8
2658,Idaho,Employment,% Change from previous year,2010,0.1
2659,Idaho,Employment,% Change from previous year,2011,1.6
2660,Idaho,Employment,% Change from previous year,2012,1.3
2661,Idaho,Employment,% Change from previous year,2013,2.4
2662,Idaho,Employment,% Change from previous year,2014,2.2
2663,Idaho,Employment,% Change from previous year,2015,3.7
2664,Idaho,Employment,% Change from previous year,2016,2.9
2665,Idaho,Employment,% Change from previous year,2017,2.9
2666,Idaho,Employment,% Change from previous year,2018,2.9
2667,Idaho,Employment,% Change from previous year,2019,3.5
2668,Idaho,Employment,% Change from previous year,2020,1.1
2669,Idaho,Employment,% Change from previous year,2021,6.2
2670,Illinois,Employment,% Change from previous year,2007,N.A.
2671,Illinois,Employment,% Change from previous year,2008,-1.8
2672,Illinois,Employment,% Change from previous year,2009,-5.2
2673,Illinois,Employment,% Change from previous year,2010,-0.6
2674,Illinois,Employment,% Change from previous year,2011,1.3
2675,Illinois,Employment,% Change from previous year,2012,1.7
2676,Illinois,Employment,% Change from previous year,2013,0.8
2677,Illinois,Employment,% Change from previous year,2014,1.6
2678,Illinois,Employment,% Change from previous year,2015,2.0
2679,Illinois,Employment,% Change from previous year,2016,0.4
2680,Illinois,Employment,% Change from previous year,2017,0.7
2681,Illinois,Employment,% Change from previous year,2018,1.2
2682,Illinois,Employment,% Change from previous year,2019,0.1
2683,Illinois,Employment,% Change from previous year,2020,-7.4
2684,Illinois,Employment,% Change from previous year,2021,2.7
2685,Indiana,Employment,% Change from previous year,2007,N.A.
2686,Indiana,Employment,% Change from previous year,2008,-2.7
2687,Indiana,Employment,% Change from previous year,2009,-5.9
2688,Indiana,Employment,% Change from previous year,2010,0.0
2689,Indiana,Employment,% Change from previous year,2011,2.2
2690,Indiana,Employment,% Change from previous year,2012,1.0
2691,Indiana,Employment,% Change from previous year,2013,2.9
2692,Indiana,Employment,% Change from previous year,2014,1.6
2693,Indiana,Employment,% Change from previous year,2015,2.6
2694,Indiana,Employment,% Change from previous year,2016,1.0
2695,Indiana,Employment,% Change from previous year,2017,0.9
2696,Indiana,Employment,% Change from previous year,2018,1.0
2697,Indiana,Employment,% Change from previous year,2019,1.2
2698,Indiana,Employment,% Change from previous year,2020,-5.5
2699,Indiana,Employment,% Change from previous year,2021,5.2
2700,Iowa,Employment,% Change from previous year,2007,N.A.
2701,Iowa,Employment,% Change from previous year,2008,-1.0
2702,Iowa,Employment,% Change from previous year,2009,-2.7
2703,Iowa,Employment,% Change from previous year,2010,0.1
2704,Iowa,Employment,% Change from previous year,2011,0.8
2705,Iowa,Employment,% Change from previous year,2012,1.4
2706,Iowa,Employment,% Change from previous year,2013,1.1
2707,Iowa,Employment,% Change from previous year,2014,0.5
2708,Iowa,Employment,% Change from previous year,2015,2.3
2709,Iowa,Employment,% Change from previous year,2016,0.4
2710,Iowa,Employment,% Change from previous year,2017,-0.5
2711,Iowa,Employment,% Change from previous year,2018,0.1
2712,Iowa,Employment,% Change from previous year,2019,1.2
2713,Iowa,Employment,% Change from previous year,2020,-5.6
2714,Iowa,Employment,% Change from previous year,2021,1.5
2715,Kansas,Employment,% Change from previous year,2007,N.A.
2716,Kansas,Employment,% Change from previous year,2008,0.7
2717,Kansas,Employment,% Change from previous year,2009,-4.2
2718,Kansas,Employment,% Change from previous year,2010,-2.2
2719,Kansas,Employment,% Change from previous year,2011,1.5
2720,Kansas,Employment,% Change from previous year,2012,1.2
2721,Kansas,Employment,% Change from previous year,2013,1.2
2722,Kansas,Employment,% Change from previous year,2014,0.4
2723,Kansas,Employment,% Change from previous year,2015,2.2
2724,Kansas,Employment,% Change from previous year,2016,-1.0
2725,Kansas,Employment,% Change from previous year,2017,1.0
2726,Kansas,Employment,% Change from previous year,2018,-0.2
2727,Kansas,Employment,% Change from previous year,2019,0.6
2728,Kansas,Employment,% Change from previous year,2020,-5.1
2729,Kansas,Employment,% Change from previous year,2021,1.5
2730,Kentucky,Employment,% Change from previous year,2007,N.A.
2731,Kentucky,Employment,% Change from previous year,2008,-0.9
2732,Kentucky,Employment,% Change from previous year,2009,-6.0
2733,Kentucky,Employment,% Change from previous year,2010,0.0
2734,Kentucky,Employment,% Change from previous year,2011,0.9
2735,Kentucky,Employment,% Change from previous year,2012,0.7
2736,Kentucky,Employment,% Change from previous year,2013,0.6
2737,Kentucky,Employment,% Change from previous year,2014,2.0
2738,Kentucky,Employment,% Change from previous year,2015,2.3
2739,Kentucky,Employment,% Change from previous year,2016,1.8
2740,Kentucky,Employment,% Change from previous year,2017,0.9
2741,Kentucky,Employment,% Change from previous year,2018,0.6
2742,Kentucky,Employment,% Change from previous year,2019,-0.2
2743,Kentucky,Employment,% Change from previous year,2020,-4.7
2744,Kentucky,Employment,% Change from previous year,2021,4.0
2745,Louisiana,Employment,% Change from previous year,2007,N.A.
2746,Louisiana,Employment,% Change from previous year,2008,-1.5
2747,Louisiana,Employment,% Change from previous year,2009,-1.7
2748,Louisiana,Employment,% Change from previous year,2010,-0.5
2749,Louisiana,Employment,% Change from previous year,2011,0.4
2750,Louisiana,Employment,% Change from previous year,2012,2.7
2751,Louisiana,Employment,% Change from previous year,2013,2.5
2752,Louisiana,Employment,% Change from previous year,2014,2.1
2753,Louisiana,Employment,% Change from previous year,2015,0.1
2754,Louisiana,Employment,% Change from previous year,2016,-0.8
2755,Louisiana,Employment,% Change from previous year,2017,1.0
2756,Louisiana,Employment,% Change from previous year,2018,0.9
2757,Louisiana,Employment,% Change from previous year,2019,-0.5
2758,Louisiana,Employment,% Change from previous year,2020,-8.5
2759,Louisiana,Employment,% Change from previous year,2021,3.3
2760,Maine,Employment,% Change from previous year,2007,N.A.
2761,Maine,Employment,% Change from previous year,2008,-1.4
2762,Maine,Employment,% Change from previous year,2009,-3.5
2763,Maine,Employment,% Change from previous year,2010,-1.3
2764,Maine,Employment,% Change from previous year,2011,0.0
2765,Maine,Employment,% Change from previous year,2012,1.5
2766,Maine,Employment,% Change from previous year,2013,1.1
2767,Maine,Employment,% Change from previous year,2014,-0.4
2768,Maine,Employment,% Change from previous year,2015,3.8
2769,Maine,Employment,% Change from previous year,2016,1.4
2770,Maine,Employment,% Change from previous year,2017,0.9
2771,Maine,Employment,% Change from previous year,2018,-0.5
2772,Maine,Employment,% Change from previous year,2019,0.4
2773,Maine,Employment,% Change from previous year,2020,-6.3
2774,Maine,Employment,% Change from previous year,2021,4.2
2775,Maryland,Employment,% Change from previous year,2007,N.A.
2776,Maryland,Employment,% Change from previous year,2008,-0.6
2777,Maryland,Employment,% Change from previous year,2009,-4.0
2778,Maryland,Employment,% Change from previous year,2010,-1.3
2779,Maryland,Employment,% Change from previous year,2011,1.9
2780,Maryland,Employment,% Change from previous year,2012,1.2
2781,Maryland,Employment,% Change from previous year,2013,0.7
2782,Maryland,Employment,% Change from previous year,2014,0.3
2783,Maryland,Employment,% Change from previous year,2015,1.4
2784,Maryland,Employment,% Change from previous year,2016,1.5
2785,Maryland,Employment,% Change from previous year,2017,2.6
2786,Maryland,Employment,% Change from previous year,2018,1.5
2787,Maryland,Employment,% Change from previous year,2019,0.2
2788,Maryland,Employment,% Change from previous year,2020,-8.1
2789,Maryland,Employment,% Change from previous year,2021,3.7
2790,Massachusetts,Employment,% Change from previous year,2007,N.A.
2791,Massachusetts,Employment,% Change from previous year,2008,0.5
2792,Massachusetts,Employment,% Change from previous year,2009,-3.7
2793,Massachusetts,Employment,% Change from previous year,2010,0.6
2794,Massachusetts,Employment,% Change from previous year,2011,2.1
2795,Massachusetts,Employment,% Change from previous year,2012,1.8
2796,Massachusetts,Employment,% Change from previous year,2013,0.1
2797,Massachusetts,Employment,% Change from previous year,2014,2.1
2798,Massachusetts,Employment,% Change from previous year,2015,1.1
2799,Massachusetts,Employment,% Change from previous year,2016,2.0
2800,Massachusetts,Employment,% Change from previous year,2017,1.9
2801,Massachusetts,Employment,% Change from previous year,2018,1.0
2802,Massachusetts,Employment,% Change from previous year,2019,1.8
2803,Massachusetts,Employment,% Change from previous year,2020,-9.7
2804,Massachusetts,Employment,% Change from previous year,2021,4.7
2805,Michigan,Employment,% Change from previous year,2007,N.A.
2806,Michigan,Employment,% Change from previous year,2008,-3.3
2807,Michigan,Employment,% Change from previous year,2009,-8.0
2808,Michigan,Employment,% Change from previous year,2010,0.1
2809,Michigan,Employment,% Change from previous year,2011,3.2
2810,Michigan,Employment,% Change from previous year,2012,1.8
2811,Michigan,Employment,% Change from previous year,2013,2.5
2812,Michigan,Employment,% Change from previous year,2014,1.3
2813,Michigan,Employment,% Change from previous year,2015,3.0
2814,Michigan,Employment,% Change from previous year,2016,2.0
2815,Michigan,Employment,% Change from previous year,2017,0.6
2816,Michigan,Employment,% Change from previous year,2018,1.2
2817,Michigan,Employment,% Change from previous year,2019,0.2
2818,Michigan,Employment,% Change from previous year,2020,-9.5
2819,Michigan,Employment,% Change from previous year,2021,4.1
2820,Minnesota,Employment,% Change from previous year,2007,N.A.
2821,Minnesota,Employment,% Change from previous year,2008,-0.9
2822,Minnesota,Employment,% Change from previous year,2009,-4.5
2823,Minnesota,Employment,% Change from previous year,2010,-0.8
2824,Minnesota,Employment,% Change from previous year,2011,2.0
2825,Minnesota,Employment,% Change from previous year,2012,1.6
2826,Minnesota,Employment,% Change from previous year,2013,1.1
2827,Minnesota,Employment,% Change from previous year,2014,1.8
2828,Minnesota,Employment,% Change from previous year,2015,2.2
2829,Minnesota,Employment,% Change from previous year,2016,1.6
2830,Minnesota,Employment,% Change from previous year,2017,1.4
2831,Minnesota,Employment,% Change from previous year,2018,0.7
2832,Minnesota,Employment,% Change from previous year,2019,1.5
2833,Minnesota,Employment,% Change from previous year,2020,-6.4
2834,Minnesota,Employment,% Change from previous year,2021,1.6
2835,Mississippi,Employment,% Change from previous year,2007,N.A.
2836,Mississippi,Employment,% Change from previous year,2008,-1.7
2837,Mississippi,Employment,% Change from previous year,2009,-5.5
2838,Mississippi,Employment,% Change from previous year,2010,-1.2
2839,Mississippi,Employment,% Change from previous year,2011,-0.3
2840,Mississippi,Employment,% Change from previous year,2012,1.3
2841,Mississippi,Employment,% Change from previous year,2013,0.7
2842,Mississippi,Employment,% Change from previous year,2014,1.0
2843,Mississippi,Employment,% Change from previous year,2015,1.5
2844,Mississippi,Employment,% Change from previous year,2016,0.5
2845,Mississippi,Employment,% Change from previous year,2017,1.8
2846,Mississippi,Employment,% Change from previous year,2018,1.0
2847,Mississippi,Employment,% Change from previous year,2019,0.1
2848,Mississippi,Employment,% Change from previous year,2020,-4.1
2849,Mississippi,Employment,% Change from previous year,2021,2.4
2850,Missouri,Employment,% Change from previous year,2007,N.A.
2851,Missouri,Employment,% Change from previous year,2008,-2.2
2852,Missouri,Employment,% Change from previous year,2009,-5.1
2853,Missouri,Employment,% Change from previous year,2010,-1.3
2854,Missouri,Employment,% Change from previous year,2011,1.4
2855,Missouri,Employment,% Change from previous year,2012,0.7
2856,Missouri,Employment,% Change from previous year,2013,1.0
2857,Missouri,Employment,% Change from previous year,2014,1.1
2858,Missouri,Employment,% Change from previous year,2015,2.9
2859,Missouri,Employment,% Change from previous year,2016,1.2
2860,Missouri,Employment,% Change from previous year,2017,0.7
2861,Missouri,Employment,% Change from previous year,2018,0.7
2862,Missouri,Employment,% Change from previous year,2019,2.1
2863,Missouri,Employment,% Change from previous year,2020,-5.8
2864,Missouri,Employment,% Change from previous year,2021,2.3
2865,Montana,Employment,% Change from previous year,2007,N.A.
2866,Montana,Employment,% Change from previous year,2008,-1.1
2867,Montana,Employment,% Change from previous year,2009,-6.3
2868,Montana,Employment,% Change from previous year,2010,0.7
2869,Montana,Employment,% Change from previous year,2011,1.3
2870,Montana,Employment,% Change from previous year,2012,2.9
2871,Montana,Employment,% Change from previous year,2013,0.6
2872,Montana,Employment,% Change from previous year,2014,1.4
2873,Montana,Employment,% Change from previous year,2015,1.8
2874,Montana,Employment,% Change from previous year,2016,1.7
2875,Montana,Employment,% Change from previous year,2017,-0.2
2876,Montana,Employment,% Change from previous year,2018,1.8
2877,Montana,Employment,% Change from previous year,2019,1.0
2878,Montana,Employment,% Change from previous year,2020,-1.7
2879,Montana,Employment,% Change from previous year,2021,5.8
2880,Nebraska,Employment,% Change from previous year,2007,N.A.
2881,Nebraska,Employment,% Change from previous year,2008,0.7
2882,Nebraska,Employment,% Change from previous year,2009,-3.8
2883,Nebraska,Employment,% Change from previous year,2010,-0.9
2884,Nebraska,Employment,% Change from previous year,2011,0.5
2885,Nebraska,Employment,% Change from previous year,2012,2.6
2886,Nebraska,Employment,% Change from previous year,2013,1.3
2887,Nebraska,Employment,% Change from previous year,2014,0.2
2888,Nebraska,Employment,% Change from previous year,2015,0.7
2889,Nebraska,Employment,% Change from previous year,2016,0.9
2890,Nebraska,Employment,% Change from previous year,2017,1.5
2891,Nebraska,Employment,% Change from previous year,2018,0.6
2892,Nebraska,Employment,% Change from previous year,2019,-0.2
2893,Nebraska,Employment,% Change from previous year,2020,-3.9
2894,Nebraska,Employment,% Change from previous year,2021,2.5
2895,Nevada,Employment,% Change from previous year,2007,N.A.
2896,Nevada,Employment,% Change from previous year,2008,-2.0
