,Unnamed: 0_x,State,Median AQI,year,Unnamed: 0_y,Area,Measure,Units,Year,Value
1868,695,Oregon,25.4,2010,17058,Oregon,Output per worker,Index (2012=100),2010,99.299
1870,696,Pennsylvania,45.2,2010,573,Pennsylvania,Hours worked,Millions of hours,2010,"8,422.209"
1872,696,Pennsylvania,45.2,2010,2223,Pennsylvania,Employment,Thousands of jobs,2010,5231.7
1874,696,Pennsylvania,45.2,2010,8823,Pennsylvania,Hours worked,Index (2012=100),2010,98.336
1875,696,Pennsylvania,45.2,2010,9648,Pennsylvania,Employment,Index (2012=100),2010,98.222
1876,696,Pennsylvania,45.2,2010,15423,Pennsylvania,Labor productivity,Index (2012=100),2010,97.285
1878,696,Pennsylvania,45.2,2010,17073,Pennsylvania,Output per worker,Index (2012=100),2010,97.397
1880,698,Rhode Island,39.3,2010,588,Rhode Island,Hours worked,Millions of hours,2010,700.108
1882,698,Rhode Island,39.3,2010,2238,Rhode Island,Employment,Thousands of jobs,2010,428.8
1884,698,Rhode Island,39.3,2010,8838,Rhode Island,Hours worked,Index (2012=100),2010,100.624
1885,698,Rhode Island,39.3,2010,9663,Rhode Island,Employment,Index (2012=100),2010,98.526
1886,698,Rhode Island,39.3,2010,15438,Rhode Island,Labor productivity,Index (2012=100),2010,97.723
1888,698,Rhode Island,39.3,2010,17088,Rhode Island,Output per worker,Index (2012=100),2010,99.804
1890,699,South Carolina,40.8,2010,603,South Carolina,Hours worked,Millions of hours,2010,"2,662.486"
1892,699,South Carolina,40.8,2010,2253,South Carolina,Employment,Thousands of jobs,2010,1580.2
1894,699,South Carolina,40.8,2010,8853,South Carolina,Hours worked,Index (2012=100),2010,96.736
1895,699,South Carolina,40.8,2010,9678,South Carolina,Employment,Index (2012=100),2010,97.399
1896,699,South Carolina,40.8,2010,15453,South Carolina,Labor productivity,Index (2012=100),2010,99.235
1898,699,South Carolina,40.8,2010,17103,South Carolina,Output per worker,Index (2012=100),2010,98.560
1900,700,South Dakota,34.7,2010,618,South Dakota,Hours worked,Millions of hours,2010,585.327
1902,700,South Dakota,34.7,2010,2268,South Dakota,Employment,Thousands of jobs,2010,356.4
1904,700,South Dakota,34.7,2010,8868,South Dakota,Hours worked,Index (2012=100),2010,94.300
1905,700,South Dakota,34.7,2010,9693,South Dakota,Employment,Index (2012=100),2010,96.683
1906,700,South Dakota,34.7,2010,15468,South Dakota,Labor productivity,Index (2012=100),2010,95.539
1908,700,South Dakota,34.7,2010,17118,South Dakota,Output per worker,Index (2012=100),2010,93.184
1910,701,Tennessee,41.3,2010,633,Tennessee,Hours worked,Millions of hours,2010,"4,098.968"
1912,701,Tennessee,41.3,2010,2283,Tennessee,Employment,Thousands of jobs,2010,2414.4
1914,701,Tennessee,41.3,2010,8883,Tennessee,Hours worked,Index (2012=100),2010,96.384
1915,701,Tennessee,41.3,2010,9708,Tennessee,Employment,Index (2012=100),2010,97.009
1916,701,Tennessee,41.3,2010,15483,Tennessee,Labor productivity,Index (2012=100),2010,96.619
1918,701,Tennessee,41.3,2010,17133,Tennessee,Output per worker,Index (2012=100),2010,95.997
1920,702,Texas,38.2,2010,648,Texas,Hours worked,Millions of hours,2010,"16,125.772"
1922,702,Texas,38.2,2010,2298,Texas,Employment,Thousands of jobs,2010,9313.2
1924,702,Texas,38.2,2010,8898,Texas,Hours worked,Index (2012=100),2010,91.925
1925,702,Texas,38.2,2010,9723,Texas,Employment,Index (2012=100),2010,93.296
1926,702,Texas,38.2,2010,15498,Texas,Labor productivity,Index (2012=100),2010,98.649
1928,702,Texas,38.2,2010,17148,Texas,Output per worker,Index (2012=100),2010,97.199
1930,703,Utah,41.6,2010,663,Utah,Hours worked,Millions of hours,2010,"1,785.892"
1932,703,Utah,41.6,2010,2313,Utah,Employment,Thousands of jobs,2010,1050.6
1934,703,Utah,41.6,2010,8913,Utah,Hours worked,Index (2012=100),2010,96.753
1935,703,Utah,41.6,2010,9738,Utah,Employment,Index (2012=100),2010,95.389
1936,703,Utah,41.6,2010,15513,Utah,Labor productivity,Index (2012=100),2010,97.562
1938,703,Utah,41.6,2010,17163,Utah,Output per worker,Index (2012=100),2010,98.957
1940,704,Vermont,34.3,2010,678,Vermont,Hours worked,Millions of hours,2010,451.036
1942,704,Vermont,34.3,2010,2328,Vermont,Employment,Thousands of jobs,2010,276.1
1944,704,Vermont,34.3,2010,8928,Vermont,Hours worked,Index (2012=100),2010,97.061
1945,704,Vermont,34.3,2010,9753,Vermont,Employment,Index (2012=100),2010,96.508
1946,704,Vermont,34.3,2010,15528,Vermont,Labor productivity,Index (2012=100),2010,99.046
1948,704,Vermont,34.3,2010,17178,Vermont,Output per worker,Index (2012=100),2010,99.613
1950,706,Virginia,36.1,2010,693,Virginia,Hours worked,Millions of hours,2010,"5,381.050"
1952,706,Virginia,36.1,2010,2343,Virginia,Employment,Thousands of jobs,2010,3156.9
1954,706,Virginia,36.1,2010,8943,Virginia,Hours worked,Index (2012=100),2010,97.640
1955,706,Virginia,36.1,2010,9768,Virginia,Employment,Index (2012=100),2010,96.777
1956,706,Virginia,36.1,2010,15543,Virginia,Labor productivity,Index (2012=100),2010,100.324
1958,706,Virginia,36.1,2010,17193,Virginia,Output per worker,Index (2012=100),2010,101.218
1960,707,Washington,23.8,2010,708,Washington,Hours worked,Millions of hours,2010,"4,171.189"
1962,707,Washington,23.8,2010,2358,Washington,Employment,Thousands of jobs,2010,2558.5
1964,707,Washington,23.8,2010,8958,Washington,Hours worked,Index (2012=100),2010,95.084
1965,707,Washington,23.8,2010,9783,Washington,Employment,Index (2012=100),2010,96.447
1966,707,Washington,23.8,2010,15558,Washington,Labor productivity,Index (2012=100),2010,98.441
1968,707,Washington,23.8,2010,17208,Washington,Output per worker,Index (2012=100),2010,97.050
1970,708,West Virginia,43.3,2010,723,West Virginia,Hours worked,Millions of hours,2010,"1,007.732"
1972,708,West Virginia,43.3,2010,2373,West Virginia,Employment,Thousands of jobs,2010,599.1
1974,708,West Virginia,43.3,2010,8973,West Virginia,Hours worked,Index (2012=100),2010,97.575
1975,708,West Virginia,43.3,2010,9798,West Virginia,Employment,Index (2012=100),2010,96.845
1976,708,West Virginia,43.3,2010,15573,West Virginia,Labor productivity,Index (2012=100),2010,100.578
1978,708,West Virginia,43.3,2010,17223,West Virginia,Output per worker,Index (2012=100),2010,101.336
1980,709,Wisconsin,37.9,2010,738,Wisconsin,Hours worked,Millions of hours,2010,"3,926.362"
1982,709,Wisconsin,37.9,2010,2388,Wisconsin,Employment,Thousands of jobs,2010,2479.9
1984,709,Wisconsin,37.9,2010,8988,Wisconsin,Hours worked,Index (2012=100),2010,96.232
1985,709,Wisconsin,37.9,2010,9813,Wisconsin,Employment,Index (2012=100),2010,98.056
1986,709,Wisconsin,37.9,2010,15588,Wisconsin,Labor productivity,Index (2012=100),2010,98.774
1988,709,Wisconsin,37.9,2010,17238,Wisconsin,Output per worker,Index (2012=100),2010,96.936
1990,710,Wyoming,32.1,2010,753,Wyoming,Hours worked,Millions of hours,2010,407.412
1992,710,Wyoming,32.1,2010,2403,Wyoming,Employment,Thousands of jobs,2010,232.2
1994,710,Wyoming,32.1,2010,9003,Wyoming,Hours worked,Index (2012=100),2010,96.843
1995,710,Wyoming,32.1,2010,9828,Wyoming,Employment,Index (2012=100),2010,96.621
1996,710,Wyoming,32.1,2010,15603,Wyoming,Labor productivity,Index (2012=100),2010,107.463
1998,710,Wyoming,32.1,2010,17253,Wyoming,Output per worker,Index (2012=100),2010,107.710
2000,711,Alabama,42.8,2011,4,Alabama,Hours worked,Millions of hours,2011,"2,738.003"
2002,711,Alabama,42.8,2011,1654,Alabama,Employment,Thousands of jobs,2011,1615.0
2004,711,Alabama,42.8,2011,8254,Alabama,Hours worked,Index (2012=100),2011,96.638
2005,711,Alabama,42.8,2011,9079,Alabama,Employment,Index (2012=100),2011,98.814
2006,711,Alabama,42.8,2011,14854,Alabama,Labor productivity,Index (2012=100),2011,101.778
2008,711,Alabama,42.8,2011,16504,Alabama,Output per worker,Index (2012=100),2011,99.537
2010,712,Alaska,22.4,2011,19,Alaska,Hours worked,Millions of hours,2011,487.658
2012,712,Alaska,22.4,2011,1669,Alaska,Employment,Thousands of jobs,2011,276.8
2014,712,Alaska,22.4,2011,8269,Alaska,Hours worked,Index (2012=100),2011,101.098
2015,712,Alaska,22.4,2011,9094,Alaska,Employment,Index (2012=100),2011,99.212
2016,712,Alaska,22.4,2011,14869,Alaska,Labor productivity,Index (2012=100),2011,92.795
2018,712,Alaska,22.4,2011,16519,Alaska,Output per worker,Index (2012=100),2011,94.559
2020,713,Arizona,45.8,2011,34,Arizona,Hours worked,Millions of hours,2011,"3,773.207"
2022,713,Arizona,45.8,2011,1684,Arizona,Employment,Thousands of jobs,2011,2229.4
2024,713,Arizona,45.8,2011,8284,Arizona,Hours worked,Index (2012=100),2011,98.137
2025,713,Arizona,45.8,2011,9109,Arizona,Employment,Index (2012=100),2011,98.010
2026,713,Arizona,45.8,2011,14884,Arizona,Labor productivity,Index (2012=100),2011,98.952
2028,713,Arizona,45.8,2011,16534,Arizona,Output per worker,Index (2012=100),2011,99.081
2030,714,Arkansas,42.8,2011,49,Arkansas,Hours worked,Millions of hours,2011,"1,754.211"
2032,714,Arkansas,42.8,2011,1699,Arkansas,Employment,Thousands of jobs,2011,1040.0
2034,714,Arkansas,42.8,2011,8299,Arkansas,Hours worked,Index (2012=100),2011,99.825
2035,714,Arkansas,42.8,2011,9124,Arkansas,Employment,Index (2012=100),2011,99.991
2036,714,Arkansas,42.8,2011,14899,Arkansas,Labor productivity,Index (2012=100),2011,99.848
2038,714,Arkansas,42.8,2011,16549,Arkansas,Output per worker,Index (2012=100),2011,99.682
2040,715,California,49.4,2011,64,California,Hours worked,Millions of hours,2011,"22,780.785"
2042,715,California,49.4,2011,1714,California,Employment,Thousands of jobs,2011,13740.8
2044,715,California,49.4,2011,8314,California,Hours worked,Index (2012=100),2011,97.571
2045,715,California,49.4,2011,9139,California,Employment,Index (2012=100),2011,97.303
2046,715,California,49.4,2011,14914,California,Labor productivity,Index (2012=100),2011,98.922
2048,715,California,49.4,2011,16564,California,Output per worker,Index (2012=100),2011,99.195
2050,716,Colorado,38.8,2011,79,Colorado,Hours worked,Millions of hours,2011,"3,425.386"
2052,716,Colorado,38.8,2011,1729,Colorado,Employment,Thousands of jobs,2011,2073.8
2054,716,Colorado,38.8,2011,8329,Colorado,Hours worked,Index (2012=100),2011,96.574
2055,716,Colorado,38.8,2011,9154,Colorado,Employment,Index (2012=100),2011,98.001
2056,716,Colorado,38.8,2011,14929,Colorado,Labor productivity,Index (2012=100),2011,100.632
2058,716,Colorado,38.8,2011,16579,Colorado,Output per worker,Index (2012=100),2011,99.166
2060,717,Connecticut,39.5,2011,94,Connecticut,Hours worked,Millions of hours,2011,"2,478.442"
2062,717,Connecticut,39.5,2011,1744,Connecticut,Employment,Thousands of jobs,2011,1514.5
2064,717,Connecticut,39.5,2011,8344,Connecticut,Hours worked,Index (2012=100),2011,98.106
2065,717,Connecticut,39.5,2011,9169,Connecticut,Employment,Index (2012=100),2011,98.456
2066,717,Connecticut,39.5,2011,14944,Connecticut,Labor productivity,Index (2012=100),2011,100.278
2068,717,Connecticut,39.5,2011,16594,Connecticut,Output per worker,Index (2012=100),2011,99.922
2070,719,Delaware,44.0,2011,109,Delaware,Hours worked,Millions of hours,2011,599.232
2072,719,Delaware,44.0,2011,1759,Delaware,Employment,Thousands of jobs,2011,373.5
2074,719,Delaware,44.0,2011,8359,Delaware,Hours worked,Index (2012=100),2011,98.874
2075,719,Delaware,44.0,2011,9184,Delaware,Employment,Index (2012=100),2011,98.229
2076,719,Delaware,44.0,2011,14959,Delaware,Labor productivity,Index (2012=100),2011,101.712
2078,719,Delaware,44.0,2011,16609,Delaware,Output per worker,Index (2012=100),2011,102.380
2080,721,Florida,38.7,2011,139,Florida,Hours worked,Millions of hours,2011,"11,206.454"
2082,721,Florida,38.7,2011,1789,Florida,Employment,Thousands of jobs,2011,6652.3
2084,721,Florida,38.7,2011,8389,Florida,Hours worked,Index (2012=100),2011,98.848
2085,721,Florida,38.7,2011,9214,Florida,Employment,Index (2012=100),2011,97.552
2086,721,Florida,38.7,2011,14989,Florida,Labor productivity,Index (2012=100),2011,99.923
2088,721,Florida,38.7,2011,16639,Florida,Output per worker,Index (2012=100),2011,101.250
2090,722,Georgia,46.7,2011,154,Georgia,Hours worked,Millions of hours,2011,"5,845.105"
2092,722,Georgia,46.7,2011,1804,Georgia,Employment,Thousands of jobs,2011,3482.0
2094,722,Georgia,46.7,2011,8404,Georgia,Hours worked,Index (2012=100),2011,97.112
2095,722,Georgia,46.7,2011,9229,Georgia,Employment,Index (2012=100),2011,98.091
2096,722,Georgia,46.7,2011,15004,Georgia,Labor productivity,Index (2012=100),2011,101.071
2098,722,Georgia,46.7,2011,16654,Georgia,Output per worker,Index (2012=100),2011,100.062
2100,723,Hawaii,32.2,2011,169,Hawaii,Hours worked,Millions of hours,2011,839.778
2102,723,Hawaii,32.2,2011,1819,Hawaii,Employment,Thousands of jobs,2011,514.4
2104,723,Hawaii,32.2,2011,8419,Hawaii,Hours worked,Index (2012=100),2011,94.723
2105,723,Hawaii,32.2,2011,9244,Hawaii,Employment,Index (2012=100),2011,96.346
2106,723,Hawaii,32.2,2011,15019,Hawaii,Labor productivity,Index (2012=100),2011,102.668
2108,723,Hawaii,32.2,2011,16669,Hawaii,Output per worker,Index (2012=100),2011,100.939
2110,724,Idaho,25.4,2011,184,Idaho,Hours worked,Millions of hours,2011,916.492
2112,724,Idaho,25.4,2011,1834,Idaho,Employment,Thousands of jobs,2011,561.7
2114,724,Idaho,25.4,2011,8434,Idaho,Hours worked,Index (2012=100),2011,100.253
2115,724,Idaho,25.4,2011,9259,Idaho,Employment,Index (2012=100),2011,98.759
2116,724,Idaho,25.4,2011,15034,Idaho,Labor productivity,Index (2012=100),2011,99.457
2118,724,Idaho,25.4,2011,16684,Idaho,Output per worker,Index (2012=100),2011,100.962
2120,725,Illinois,40.7,2011,199,Illinois,Hours worked,Millions of hours,2011,"8,573.563"
2122,725,Illinois,40.7,2011,1849,Illinois,Employment,Thousands of jobs,2011,5149.2
2124,725,Illinois,40.7,2011,8449,Illinois,Hours worked,Index (2012=100),2011,98.020
2125,725,Illinois,40.7,2011,9274,Illinois,Employment,Index (2012=100),2011,98.351
2126,725,Illinois,40.7,2011,15049,Illinois,Labor productivity,Index (2012=100),2011,98.833
2128,725,Illinois,40.7,2011,16699,Illinois,Output per worker,Index (2012=100),2011,98.500
2130,726,Indiana,45.7,2011,214,Indiana,Hours worked,Millions of hours,2011,"4,309.532"
2132,726,Indiana,45.7,2011,1864,Indiana,Employment,Thousands of jobs,2011,2558.1
2134,726,Indiana,45.7,2011,8464,Indiana,Hours worked,Index (2012=100),2011,99.208
2135,726,Indiana,45.7,2011,9289,Indiana,Employment,Index (2012=100),2011,98.965
2136,726,Indiana,45.7,2011,15064,Indiana,Labor productivity,Index (2012=100),2011,99.785
2138,726,Indiana,45.7,2011,16714,Indiana,Output per worker,Index (2012=100),2011,100.030
2140,727,Iowa,41.2,2011,229,Iowa,Hours worked,Millions of hours,2011,"2,195.573"
2142,727,Iowa,41.2,2011,1879,Iowa,Employment,Thousands of jobs,2011,1343.3
2144,727,Iowa,41.2,2011,8479,Iowa,Hours worked,Index (2012=100),2011,97.246
2145,727,Iowa,41.2,2011,9304,Iowa,Employment,Index (2012=100),2011,98.574
2146,727,Iowa,41.2,2011,15079,Iowa,Labor productivity,Index (2012=100),2011,97.388
2148,727,Iowa,41.2,2011,16729,Iowa,Output per worker,Index (2012=100),2011,96.076
2150,728,Kansas,35.4,2011,244,Kansas,Hours worked,Millions of hours,2011,"1,952.780"
2152,728,Kansas,35.4,2011,1894,Kansas,Employment,Thousands of jobs,2011,1183.7
2154,728,Kansas,35.4,2011,8494,Kansas,Hours worked,Index (2012=100),2011,97.253
2155,728,Kansas,35.4,2011,9319,Kansas,Employment,Index (2012=100),2011,98.801
2156,728,Kansas,35.4,2011,15094,Kansas,Labor productivity,Index (2012=100),2011,99.712
2158,728,Kansas,35.4,2011,16744,Kansas,Output per worker,Index (2012=100),2011,98.150
2160,729,Kentucky,42.2,2011,259,Kentucky,Hours worked,Millions of hours,2011,"2,657.183"
2162,729,Kentucky,42.2,2011,1909,Kentucky,Employment,Thousands of jobs,2011,1582.2
2164,729,Kentucky,42.2,2011,8509,Kentucky,Hours worked,Index (2012=100),2011,99.516
2165,729,Kentucky,42.2,2011,9334,Kentucky,Employment,Index (2012=100),2011,99.343
2166,729,Kentucky,42.2,2011,15109,Kentucky,Labor productivity,Index (2012=100),2011,98.546
2168,729,Kentucky,42.2,2011,16759,Kentucky,Output per worker,Index (2012=100),2011,98.717
2170,730,Louisiana,42.3,2011,274,Louisiana,Hours worked,Millions of hours,2011,"2,881.407"
2172,730,Louisiana,42.3,2011,1924,Louisiana,Employment,Thousands of jobs,2011,1661.1
2174,730,Louisiana,42.3,2011,8524,Louisiana,Hours worked,Index (2012=100),2011,96.834
2175,730,Louisiana,42.3,2011,9349,Louisiana,Employment,Index (2012=100),2011,97.407
2176,730,Louisiana,42.3,2011,15124,Louisiana,Labor productivity,Index (2012=100),2011,102.789
2178,730,Louisiana,42.3,2011,16774,Louisiana,Output per worker,Index (2012=100),2011,102.184
2180,731,Maine,33.1,2011,289,Maine,Hours worked,Millions of hours,2011,907.862
2182,731,Maine,33.1,2011,1939,Maine,Employment,Thousands of jobs,2011,556.4
2184,731,Maine,33.1,2011,8539,Maine,Hours worked,Index (2012=100),2011,98.160
2185,731,Maine,33.1,2011,9364,Maine,Employment,Index (2012=100),2011,98.563
2186,731,Maine,33.1,2011,15139,Maine,Labor productivity,Index (2012=100),2011,101.551
2188,731,Maine,33.1,2011,16789,Maine,Output per worker,Index (2012=100),2011,101.135
2190,732,Maryland,45.3,2011,304,Maryland,Hours worked,Millions of hours,2011,"3,667.978"
2192,732,Maryland,45.3,2011,1954,Maryland,Employment,Thousands of jobs,2011,2211.8
2194,732,Maryland,45.3,2011,8554,Maryland,Hours worked,Index (2012=100),2011,100.183
2195,732,Maryland,45.3,2011,9379,Maryland,Employment,Index (2012=100),2011,98.856
2196,732,Maryland,45.3,2011,15154,Maryland,Labor productivity,Index (2012=100),2011,99.234
2198,732,Maryland,45.3,2011,16804,Maryland,Output per worker,Index (2012=100),2011,100.567
2200,733,Massachusetts,40.1,2011,319,Massachusetts,Hours worked,Millions of hours,2011,"4,912.749"
2202,733,Massachusetts,40.1,2011,1969,Massachusetts,Employment,Thousands of jobs,2011,3096.4
2204,733,Massachusetts,40.1,2011,8569,Massachusetts,Hours worked,Index (2012=100),2011,98.287
2205,733,Massachusetts,40.1,2011,9394,Massachusetts,Employment,Index (2012=100),2011,98.269
2206,733,Massachusetts,40.1,2011,15169,Massachusetts,Labor productivity,Index (2012=100),2011,98.429
2208,733,Massachusetts,40.1,2011,16819,Massachusetts,Output per worker,Index (2012=100),2011,98.447
2210,734,Michigan,37.7,2011,334,Michigan,Hours worked,Millions of hours,2011,"5,906.145"
2212,734,Michigan,37.7,2011,1984,Michigan,Employment,Thousands of jobs,2011,3590.1
2214,734,Michigan,37.7,2011,8584,Michigan,Hours worked,Index (2012=100),2011,97.837
2215,734,Michigan,37.7,2011,9409,Michigan,Employment,Index (2012=100),2011,98.273
2216,734,Michigan,37.7,2011,15184,Michigan,Labor productivity,Index (2012=100),2011,99.023
2218,734,Michigan,37.7,2011,16834,Michigan,Output per worker,Index (2012=100),2011,98.583
2220,735,Minnesota,34.0,2011,349,Minnesota,Hours worked,Millions of hours,2011,"3,915.696"
2222,735,Minnesota,34.0,2011,1999,Minnesota,Employment,Thousands of jobs,2011,2440.4
2224,735,Minnesota,34.0,2011,8599,Minnesota,Hours worked,Index (2012=100),2011,98.007
2225,735,Minnesota,34.0,2011,9424,Minnesota,Employment,Index (2012=100),2011,98.464
2226,735,Minnesota,34.0,2011,15199,Minnesota,Labor productivity,Index (2012=100),2011,100.624
2228,735,Minnesota,34.0,2011,16849,Minnesota,Output per worker,Index (2012=100),2011,100.157
2230,736,Mississippi,43.4,2011,364,Mississippi,Hours worked,Millions of hours,2011,"1,583.417"
2232,736,Mississippi,43.4,2011,2014,Mississippi,Employment,Thousands of jobs,2011,917.0
